,Itemset,Antecedent Support,Union Support,Confidence,Lift
235,"frozenset({'file_length_13.0_148.0', 'qty_params_0.0_4.0', 'qty_._domain_2.0_6.0'})",0.2106125,0.1901,0.9026054958751261,1.4441687934002017
236,"frozenset({'params_length_0.0_157.0', 'file_length_13.0_148.0', 'qty_params_0.0_4.0', 'qty_._domain_2.0_6.0'})",0.2101625,0.19005,0.9043002438589187,1.44688039017427
237,"frozenset({'params_length_0.0_157.0', 'IframeOrFrame_1'})",0.2514125,0.2075875,0.8256848804255955,1.3210958086809528
238,"frozenset({'IframeOrFrame_1', 'qty_params_0.0_4.0'})",0.2517125,0.2073625,0.8238069225803247,1.3180910761285196
239,"frozenset({'no_https_0', 'IframeOrFrame_1'})",0.222375,0.1976,0.8885890949971894,1.4217425519955031
240,"frozenset({'IframeOrFrame_1', 'prefix_suffix_in_domain_0'})",0.228425,0.1968,0.8615519317062493,1.378483090729999
241,"frozenset({'params_length_0.0_157.0', 'IframeOrFrame_1', 'qty_params_0.0_4.0'})",0.2509,0.2073,0.826225587883619,1.3219609406137904
242,"frozenset({'no_https_0', 'IframeOrFrame_1', 'params_length_0.0_157.0'})",0.2213375,0.197475,0.8921895295645791,1.4275032473033265
243,"frozenset({'no_https_0', 'IframeOrFrame_1', 'qty_params_0.0_4.0'})",0.2216,0.19735,0.8905685920577617,1.4249097472924188
244,"frozenset({'no_https_0', 'IframeOrFrame_1', 'params_length_0.0_157.0', 'qty_params_0.0_4.0'})",0.221075,0.1972875,0.8924007689698067,1.4278412303516907
245,"frozenset({'params_length_0.0_157.0', 'IframeOrFrame_1', 'prefix_suffix_in_domain_0'})",0.227475,0.196675,0.8646005055500604,1.3833608088800966
246,"frozenset({'IframeOrFrame_1', 'qty_params_0.0_4.0', 'prefix_suffix_in_domain_0'})",0.227625,0.1964625,0.8630971993410215,1.3809555189456344
247,"frozenset({'no_https_0', 'IframeOrFrame_1', 'prefix_suffix_in_domain_0'})",0.20415,0.1876125,0.9189933872152828,1.4703894195444525
248,"frozenset({'params_length_0.0_157.0', 'IframeOrFrame_1', 'qty_params_0.0_4.0', 'prefix_suffix_in_domain_0'})",0.227025,0.1964,0.8651029622288293,1.384164739566127
249,"frozenset({'params_length_0.0_157.0', 'external_to_internal_ratio_0.24_0.8'})",0.24565,0.1991625,0.8107571748422552,1.2972114797476082
250,"frozenset({'qty_params_0.0_4.0', 'external_to_internal_ratio_0.24_0.8'})",0.2454625,0.1979125,0.8062840556093089,1.2900544889748944
251,"frozenset({'prefix_suffix_in_domain_0', 'external_to_internal_ratio_0.24_0.8'})",0.22355,0.189325,0.8469022590024603,1.3550436144039364
252,"frozenset({'params_length_0.0_157.0', 'qty_params_0.0_4.0', 'external_to_internal_ratio_0.24_0.8'})",0.24415,0.1978125,0.8102088879787016,1.2963342207659225
253,"frozenset({'params_length_0.0_157.0', 'prefix_suffix_in_domain_0', 'external_to_internal_ratio_0.24_0.8'})",0.2218,0.188925,0.8517808836789902,1.3628494138863843
254,"frozenset({'prefix_suffix_in_domain_0', 'qty_params_0.0_4.0', 'external_to_internal_ratio_0.24_0.8'})",0.221525,0.1877,0.8473084301997518,1.3556934883196028
255,"frozenset({'params_length_0.0_157.0', 'prefix_suffix_in_domain_0', 'qty_params_0.0_4.0', 'external_to_internal_ratio_0.24_0.8'})",0.22035,0.1876,0.8513728159745859,1.3621965055593375
256,"frozenset({'qty_-_url_2.0_19.0', 'prefix_suffix_in_domain_0'})",0.2509875,0.2291625,0.9130434782608696,1.4608695652173913
257,"frozenset({'no_https_0', 'qty_-_url_2.0_19.0'})",0.2697125,0.22125,0.8203179311303702,1.3125086898085923
258,"frozenset({'params_length_0.0_157.0', 'qty_-_url_2.0_19.0', 'prefix_suffix_in_domain_0'})",0.2482375,0.2283375,0.919834835590916,1.4717357369454656
259,"frozenset({'qty_-_url_2.0_19.0', 'qty_params_0.0_4.0', 'prefix_suffix_in_domain_0'})",0.248525,0.2277375,0.9163565033698824,1.4661704053918119
260,"frozenset({'params_length_0.0_157.0', 'qty_-_url_2.0_19.0', 'qty_params_0.0_4.0', 'prefix_suffix_in_domain_0'})",0.2468125,0.227475,0.9216510508989618,1.474641681438339
261,"frozenset({'no_https_0', 'qty_-_url_2.0_19.0', 'params_length_0.0_157.0'})",0.26685,0.2204375,0.8260727000187372,1.3217163200299795
262,"frozenset({'no_https_0', 'qty_-_url_2.0_19.0', 'qty_params_0.0_4.0'})",0.2667125,0.2198625,0.824342691099967,1.3189483057599474
263,"frozenset({'no_https_0', 'qty_-_url_2.0_19.0', 'prefix_suffix_in_domain_0'})",0.2188,0.2064625,0.9436128884826326,1.509780621572212
264,"frozenset({'no_https_0', 'qty_-_url_2.0_19.0', 'params_length_0.0_157.0', 'qty_params_0.0_4.0'})",0.265475,0.2196,0.8271965345136076,1.3235144552217721
265,"frozenset({'no_https_0', 'qty_-_url_2.0_19.0', 'params_length_0.0_157.0', 'prefix_suffix_in_domain_0'})",0.2169875,0.2056875,0.9479232674693242,1.5166772279509186
266,"frozenset({'no_https_0', 'qty_-_url_2.0_19.0', 'qty_params_0.0_4.0', 'prefix_suffix_in_domain_0'})",0.2167625,0.2050875,0.9461392076581513,1.513822732253042
267,"frozenset({'no_https_0', 'qty_-_url_2.0_19.0', 'prefix_suffix_in_domain_0', 'params_length_0.0_157.0', 'qty_params_0.0_4.0'})",0.2159125,0.20485,0.9487639668847334,1.5180223470155734
268,"frozenset({'params_length_0.0_157.0', 'PctNullSelfRedirectHyperlinks_0.02_0.11'})",0.2448125,0.211375,0.8634158794996172,1.3814654071993875
269,"frozenset({'qty_params_0.0_4.0', 'PctNullSelfRedirectHyperlinks_0.02_0.11'})",0.2447875,0.2112125,0.8628402185569116,1.3805443496910585
270,"frozenset({'PctNullSelfRedirectHyperlinks_0.02_0.11', 'prefix_suffix_in_domain_0'})",0.2161625,0.1978,0.9150523333140577,1.4640837333024923
271,"frozenset({'no_https_0', 'PctNullSelfRedirectHyperlinks_0.02_0.11'})",0.213425,0.1959125,0.9179454140798875,1.46871266252782
272,"frozenset({'params_length_0.0_157.0', 'qty_params_0.0_4.0', 'PctNullSelfRedirectHyperlinks_0.02_0.11'})",0.244375,0.2111,0.8638363171355499,1.3821381074168797
273,"frozenset({'params_length_0.0_157.0', 'PctNullSelfRedirectHyperlinks_0.02_0.11', 'prefix_suffix_in_domain_0'})",0.21575,0.1976625,0.9161645422943221,1.4658632676709153
274,"frozenset({'qty_params_0.0_4.0', 'PctNullSelfRedirectHyperlinks_0.02_0.11', 'prefix_suffix_in_domain_0'})",0.2157375,0.197525,0.91558027695695,1.46492844313112
275,"frozenset({'params_length_0.0_157.0', 'qty_params_0.0_4.0', 'PctNullSelfRedirectHyperlinks_0.02_0.11', 'prefix_suffix_in_domain_0'})",0.215375,0.1974125,0.9165989553105048,1.4665583284968078
276,"frozenset({'no_https_0', 'params_length_0.0_157.0', 'PctNullSelfRedirectHyperlinks_0.02_0.11'})",0.213075,0.1957875,0.9188665962689194,1.470186554030271
277,"frozenset({'no_https_0', 'qty_params_0.0_4.0', 'PctNullSelfRedirectHyperlinks_0.02_0.11'})",0.213075,0.1957,0.9184559427431657,1.4695295083890652
278,"frozenset({'no_https_0', 'qty_params_0.0_4.0', 'params_length_0.0_157.0', 'PctNullSelfRedirectHyperlinks_0.02_0.11'})",0.21275,0.1955875,0.9193301997649824,1.470928319623972
